name,cuisine,location,link
Tenglong Chinese Restaurant,Chinese,"208 Clement St San Francisco, CA, 94118 ",/ca/san-francisco/340408-tenglong-chinese-restaurant/menu/
Orbit Room,"Cocktails, Local/Organic, Pizza","1900 Market St San Francisco, CA, 94102 ",/ca/san-francisco/304152-orbit-room/menu/
Sutter St. Cafe,"Coffee & Tea, Sandwiches","450 Sutter St San Francisco, CA, 94108 ",/ca/san-francisco/378888-sutter-st-cafe/menu/
Chavitas,Mexican,"3006 Mission St San Francisco, CA, 94110 ",/ca/san-francisco/63181-chavitas/menu/
Deccan House,,"1142 Valencia St San Francisco, CA, 94110 ",/ca/san-francisco/502927-deccan-house/menu/
Pizzeria Delfina - Mission Heights,Pizza,"3611 18th St San Francisco, CA, 94110 ",/ca/san-francisco/93925-pizzeria-delfina-mission-heights/menu/
Gold Mirror Italian Restaurant,Italian,"800 Taraval Street San Francisco, CA, 94116 ",/ca/san-francisco/276381-gold-mirror-italian-restaurant/menu/
SF Hole In The Wall Pizza,"American, Healthy, Italian, Pizza, Salads, Sandwiches","3244 Scott St San Francisco, CA, 94123 ",/ca/san-francisco/307630-sf-hole-in-the-wall-pizza/menu/
The Slice,Pizza,"719 14th St San Francisco, CA, 94114 ",/ca/san-francisco/63719-the-slice/menu/
The Iron Cactus,Mexican,"683 4th St San Francisco, CA, 94107 ",/ca/san-francisco/359917-the-iron-cactus/menu/
Ty Sandwich,,"4829 Mission St San Francisco, CA, 94112 ",/ca/san-francisco/434656-ty-sandwich/menu/
Irving Subs,Sandwiches,"1298 12th Ave San Francisco, CA, 94122 ",/ca/san-francisco/389142-irving-subs/menu/
Akiko's Sushi Bar,"Japanese, Sushi","542 Mason St Ste A San Francisco, CA, 94102 ",/ca/san-francisco/276053-akikos-sushi-bar/menu/
Extreme Pizza,Pizza,"1730 Fillmore St San Francisco, CA, 94115 ",/ca/san-francisco/45307-extreme-pizza/menu/
Amicis East Coast Pizzeria,"Italian, Pizza","2200 Lombard St San Francisco, CA, 94123 ",/ca/san-francisco/19596-amicis-east-coast-pizzeria/menu/
O-Toro Sushi,"Japanese, Sushi","205 Oak St San Francisco, CA, 94102 ",/ca/san-francisco/340945-o-toro-sushi/menu/
Hot Sauce & Panko,"Chicken, Sandwiches","1468 Hyde St San Francisco, CA, 94109 ",/ca/san-francisco/355062-hot-sauce-panko/menu/
Tuyet Mai Restaurant,Vietnamese,"547 Hyde St San Francisco, CA, 94109 ",/ca/san-francisco/477629-tuyet-mai-restaurant/menu/
Takara Sushi SF,"Japanese, Sushi","4243 18th St San Francisco, CA, 94114 ",/ca/san-francisco/300185-takara-sushi-sf/menu/
Mexico au Parc,Mexican,"24 S Park St San Francisco, CA, 94107 ",/ca/san-francisco/353229-mexico-au-parc/menu/
Rosamunde Sausage Grill ,"German, Hot Dogs","2832 Mission St San Francisco, CA, 94110 ",/ca/san-francisco/299891-rosamunde-sausage-grill/menu/
Mochica,"Peruvian, South American, Tapas","1469 18th St San Francisco, CA, 94107 ",/ca/san-francisco/477388-mochica/menu/
Marnee Thai,Thai,"1243 9th Ave San Francisco, CA, 94122 ",/ca/san-francisco/44452-marnee-thai/menu/
Mangrove Kitchen,,"312 Divisadero St San Francisco, CA, 94117 ",/ca/san-francisco/337398-mangrove-kitchen/menu/
Lers Ros Thai,"Thai, Vegetarian","730 Larkin St San Francisco, CA, 94109 ",/ca/san-francisco/285483-lers-ros-thai/menu/
Suppenkuche,German,"525 Laguna St San Francisco, CA, 94102 ",/ca/san-francisco/275894-suppenkuche/menu/
House of Thai 2,Thai,"494 Haight St San Francisco, CA, 94117 ",/ca/san-francisco/386610-house-of-thai-2/menu/
El Mansour,Moroccan,"3119 Clement St San Francisco, CA, 94121 ",/ca/san-francisco/275903-el-mansour/menu/
Miss Saigon,Vietnamese,"100 6th St San Francisco, CA, 94103 ",/ca/san-francisco/317934-miss-saigon/menu/
Taqueria San Jose,Mexican,"2830 Mission St San Francisco, CA, 94110 ",/ca/san-francisco/63176-taqueria-san-jose/menu/
KFC,"American, Chicken","1150 Taraval St San Francisco, CA, 94116 ",/ca/san-francisco/197762-kfc/menu/
Good Luck Cafe,"Coffee & Tea, Deli Food, Sandwiches","621 Kearny St San Francisco, CA, 94108 ",/ca/san-francisco/275804-good-luck-cafe/menu/
King of Noodles,"Chinese, Noodles","1639 Irving St San Francisco, CA, 94122 ",/ca/san-francisco/367336-king-of-noodles/menu/
Sushi Toni,"Japanese, Sushi","733 Bush St, San Francisco, CA, 94108 ",/ca/san-francisco/361625-sushi-toni/menu/
Morty's Delicatessen,"Deli Food, Sandwiches","280 Golden Gate Ave San Francisco, CA, 94102 ",/ca/san-francisco/45527-mortys-delicatessen/menu/
Mr Szechuan,,"890 Taraval St San Francisco, CA, 94116 ",/ca/san-francisco/504796-mr-szechuan/menu/
Double Decker - NEW,Burgers,"465 Grove Street San Francisco, CA, 94102 ",/ca/san-francisco/270714-double-decker-new/menu/
India Clay Oven Restaurant and Full Bar,Indian,"2436 Clement St San Francisco, CA, 94121 ",/ca/san-francisco/62025-india-clay-oven-restaurant-and-full-bar/menu/
Turtle Tower Restaurant,Vietnamese,"645 Larkin St San Francisco, CA, 94109 ",/ca/san-francisco/63133-turtle-tower-restaurant/menu/
Ono Hawaiian BBQ ONO-#201,"Barbecue, Hawaiian","1501 Sloat Blvd Ste A San Francisco, CA, 94132 ",/ca/san-francisco/353225-ono-hawaiian-bbq-ono-201/menu/
Enjoy Vegetarian Restaurant,"Chinese, Vegan, Vegetarian","754 Kirkham St San Francisco, CA, 94122 ",/ca/san-francisco/44922-enjoy-vegetarian-restaurant/menu/
The Vestry,American (New),"777 Valencia St San Francisco, CA, 94110 ",/ca/san-francisco/373850-the-vestry/menu/
Cuppa,Desserts,"2810 Diamond St San Francisco, CA, 94131 ",/ca/san-francisco/323875-cuppa/menu/
San Francisco Athletic Club,"Bar Food, Hot Dogs, Wings","1750 Divisadero St San Francisco, CA, 94115 ",/ca/san-francisco/476417-san-francisco-athletic-club/menu/
Al-Masri Egyptian Restaurant,Middle Eastern,"4031 Balboa St San Francisco, CA, 94121 ",/ca/san-francisco/20975-al-masri-egyptian-restaurant/menu/
Gateway Croissant,"Bakery & Pastries, Coffee & Tea","390 Golden Gate Ave San Francisco, CA, 94102 ",/ca/san-francisco/307598-gateway-croissant/menu/
Tara Indian Cuisine,Indian,"2217 Market St San Francisco, CA, 94114 ",/ca/san-francisco/63700-tara-indian-cuisine/menu/
KFC,"American, Chicken","4285 Mission St San Francisco, CA, 94112 ",/ca/san-francisco/197760-kfc/menu/
The Cove on Castro,"American, Diner","434 Castro St San Francisco, CA, 94114 ",/ca/san-francisco/276452-the-cove-on-castro/menu/
Kasa Indian Eatery (Castro),Indian,"4001 18th St San Francisco, CA, 94114 ",/ca/san-francisco/272970-kasa-indian-eatery-castro/menu/
Sabor De San Miguel,Latin American,"3263 Mission St San Francisco, CA, 94110 ",/ca/san-francisco/63672-sabor-de-san-miguel/menu/
My Favorite Cafe,"Asian Fusion, Chinese, Desserts","2110 Clement St San Francisco, CA, 94121 ",/ca/san-francisco/276065-my-favorite-cafe/menu/
Cups And Cakes Bakery,"Bakery & Pastries, Desserts","451 9th St San Francisco, CA, 94103 ",/ca/san-francisco/306508-cups-and-cakes-bakery/menu/
Good Use #2,"Sandwiches, Teahouses","470 3rd St San Francisco, CA, 94107 ",/ca/san-francisco/354337-good-use-2/menu/
Waraku Ramen Dining,"Japanese, Noodles","1638 Post St San Francisco, CA, 94115 ",/ca/san-francisco/357156-waraku-ramen-dining/menu/
Zingari Ristorante,Italian,"501 Post St San Francisco, CA, 94102 ",/ca/san-francisco/22034-zingari-ristorante/menu/
TJ Cups,,"2437 Noriega St San Francisco, CA, 94122 ",/ca/san-francisco/485133-tj-cups/menu/
Jika Ramen & Sushi House,"Japanese, Noodles, Sushi","2786 California St San Francisco, CA, 94115 ",/ca/san-francisco/403230-jika-ramen-sushi-house/menu/
Domo,"Japanese, Sushi","511 Laguna St San Francisco, CA, 94102 ",/ca/san-francisco/276132-domo/menu/
Tony's Cable Car Restaurant,"Burgers, Sandwiches","2500 Geary Blvd San Francisco, CA, 94115 ",/ca/san-francisco/349758-tonys-cable-car-restaurant/menu/
Bite,"Hot Dogs, Sandwiches","912 Sutter St San Francisco, CA, 94104 ",/ca/san-francisco/355470-bite/menu/
Patxi's Pizza (Hayes Street),Pizza,"511 Hayes St San Francisco, CA, 94102 ",/ca/san-francisco/63162-patxis-pizza-hayes-street/menu/
Wok & Go,Chinese,"2700 24th St San Francisco, CA, 94110 ",/ca/san-francisco/309889-wok-go/menu/
Tsing's Chinese Restaurant,"Asian, Chinese, Lunch Specials, Noodles","361 W Portal Ave San Francisco, CA, 94127 ",/ca/san-francisco/311423-tsings-chinese-restaurant/menu/
Rock Japanese Cuisine,"Japanese, Sushi","614 Pine St San Francisco, CA, 94108 ",/ca/san-francisco/282459-rock-japanese-cuisine/menu/
Irving Pizza Larkin & Polk,"Italian, Pizza","928 Geary St San Francisco, CA, 94109 ",/ca/san-francisco/51757-irving-pizza-larkin-polk/menu/
Round Table Pizza,"Pizza, Sandwiches","801 Van Ness Ave San Francisco, CA, 94109 ",/ca/san-francisco/75352-round-table-pizza/menu/
Village Pizzeria,Pizza,"1 Clement St San Francisco, CA, 94118 ",/ca/san-francisco/62751-village-pizzeria/menu/
The Grind Cafe,"American, Coffee & Tea, Diner","783 Haight St San Francisco, CA, 94117 ",/ca/san-francisco/360581-the-grind-cafe/menu/
McDonald's,"American, Burgers","1100 Fillmore St San Francisco, CA, 94115 ",/ca/san-francisco/215886-mcdonalds/menu/
Tsing Tao,Chinese,"1117 Fillmore St San Francisco, CA, 94115 ",/ca/san-francisco/49968-tsing-tao/menu/
House of Sushi,"Japanese, Sushi","2157 Polk St San Francisco, CA, 94109 ",/ca/san-francisco/395974-house-of-sushi/menu/
Chinatown Restaurant,"Chinese, Dim Sum","744 Washington St San Francisco, CA, 94108 ",/ca/san-francisco/45699-chinatown-restaurant/menu/
Hahn's Hibachi (Irving St),"Barbecue, Korean","535 Irving St San Francisco, CA, 94122 ",/ca/san-francisco/44530-hahns-hibachi-irving-st/menu/
Osteria,Italian,"3277 Sacramento St San Francisco, CA, 94115 ",/ca/san-francisco/276385-osteria/menu/
South Beach Cafe,Italian,"800 The Embarcadero San Francisco, CA, 94107 ",/ca/san-francisco/93935-south-beach-cafe/menu/
Mikaku,"Japanese, Sushi","323 Grant Ave San Francisco, CA, 94108 ",/ca/san-francisco/461350-mikaku/menu/
Morning Due Cafe,"American (New), Coffee & Tea, Salads, Sandwiches","3698 17th St San Francisco, CA, 94114 ",/ca/san-francisco/276062-morning-due-cafe/menu/
Kama Sushi (Soma),"Japanese, Sushi, Vegetarian","294 9th St San Francisco, CA, 94103 ",/ca/san-francisco/310856-kama-sushi-soma/menu/
Bask,"Spanish, Tapas","42 Columbus Ave San Francisco, CA, 94111 ",/ca/san-francisco/321633-bask/menu/
Cafe 2238,"American, Bakery & Pastries, Chinese, Vietnamese","2238 Geary Blvd San Francisco, CA, 94115 ",/ca/san-francisco/349748-cafe-2238/menu/
Co Nam,Vietnamese,"1653 Polk St San Francisco, CA, 94109 ",/ca/san-francisco/337001-co-nam/menu/
Tempest Bar & Box,"American, Bar Food","431 Natoma St San Francisco, CA, 94103 ",/ca/san-francisco/478709-tempest-bar-box/menu/
Grant Place,Chinese,"737 Washington St San Francisco, CA, 94108 ",/ca/san-francisco/45701-grant-place/menu/
Pomelo on Church,"American, Eclectic & International, Local/Organic","1793 Church St San Francisco, CA, 94131 ",/ca/san-francisco/61126-pomelo-on-church/menu/
Fresco Pizza - Shawarma & Ice Cream,"American, Mediterranean, Pizza, Sandwiches","1338 Polk St San Francisco, CA, 94109 ",/ca/san-francisco/300078-fresco-pizza-shawarma-ice-cream/menu/
House of Hunan,"Chinese, Vegetarian","2 Townsend St San Francisco, CA, 94107 ",/ca/san-francisco/93936-house-of-hunan/menu/
Sakesan Bistro,"Japanese, Sushi","626 Clement St San Francisco, CA, 94118 ",/ca/san-francisco/353047-sakesan-bistro/menu/
Supremo Pizza Italiana,Pizza,"87 6th St San Francisco, CA, 94103 ",/ca/san-francisco/157863-supremo-pizza-italiana/menu/
Round Table Pizza,"Italian, Pizza","4523 Mission St San Francisco, CA, 94112 ",/ca/san-francisco/75347-round-table-pizza/menu/
California Golden Cookies,"American, Bakery & Pastries","255 Kearny St San Francisco, CA, 94108 ",/ca/san-francisco/275893-california-golden-cookies/menu/
Dottie's True Blue Cafe,American (New),"28 6th St San Francisco, CA, 94103 ",/ca/san-francisco/260846-dotties-true-blue-cafe/menu/
Pride of the Mediterranean,"Mediterranean, Middle Eastern","1761 Fillmore St San Francisco, CA, 94115 ",/ca/san-francisco/349738-pride-of-the-mediterranean/menu/
Coco's Ramen,"Japanese, Noodles, Sushi","3319 mission st San Francisco, CA, 94110 ",/ca/san-francisco/477941-cocos-ramen/menu/
Lemongrass Thai Cuisine,"Cocktails, Thai","2348 Polk St San Francisco, CA, 94109 ",/ca/san-francisco/45341-lemongrass-thai-cuisine/menu/
Oriental Pearl Restaurant,"Chinese, Dim Sum","760 Clay St San Francisco, CA, 94108 ",/ca/san-francisco/349990-oriental-pearl-restaurant/menu/
Jay's Cheesesteak,"Cheesesteaks, Sandwiches","3285 21st St San Francisco, CA, 94110 ",/ca/san-francisco/63214-jays-cheesesteak/menu/
Oz Pizza,"Pizza, Vegetarian, Wings","508 Castro St San Francisco, CA, 94114 ",/ca/san-francisco/426943-oz-pizza/menu/
Thanh Thanh Cafe,"American, Sandwiches, Vietnamese","2205 Clement St San Francisco, CA, 94121 ",/ca/san-francisco/351436-thanh-thanh-cafe/menu/
Ti Piacera Ristorante,Italian,"1507 Polk St San Francisco, CA, 94109 ",/ca/san-francisco/45853-ti-piacera-ristorante/menu/
Escape From New York Pizza,Pizza,"333 Bush St San Francisco, CA, 94108 ",/ca/san-francisco/45375-escape-from-new-york-pizza/menu/
Vietnam House Restaurant,Vietnamese,"642 Eddy St San Francisco, CA, 94109 ",/ca/san-francisco/318075-vietnam-house-restaurant/menu/
Thai Idea Vegetarian,"Thai, Vegan, Vegetarian","710 Polk St San Francisco, CA, 94109 ",/ca/san-francisco/304157-thai-idea-vegetarian/menu/
Thai Chef,Thai,"4133 18th St San Francisco, CA, 94114 ",/ca/san-francisco/51945-thai-chef/menu/
Lee's Deli (303),"Chinese, Deli Food, Sandwiches","303 2nd St N105 San Francisco, CA, 94107 ",/ca/san-francisco/91350-lees-deli-303/menu/
Chili Lemon Garlic,"Asian, Healthy, Thai, Vegetarian","518 Bryant St San Francisco, CA, 94107 ",/ca/san-francisco/282496-chili-lemon-garlic/menu/
Patxi's Pizza,Pizza,"822 Irving St San Francisco, CA, 94122 ",/ca/san-francisco/315487-patxis-pizza/menu/
Aziza,"Mediterranean, Moroccan","5800 Geary Blvd San Francisco, CA, 94121 ",/ca/san-francisco/21080-aziza/menu/
Zabb Thai Cuisine,Thai,"4440 Mission St San Francisco, CA, 94112 ",/ca/san-francisco/276037-zabb-thai-cuisine/menu/
Cafe Zoetrope,"Italian, Pizza","916 Kearny St San Francisco, CA, 94133 ",/ca/san-francisco/44879-cafe-zoetrope/menu/
Angkor Borei,"Asian (other), Vegetarian","3471 Mission St San Francisco, CA, 94110 ",/ca/san-francisco/275928-angkor-borei/menu/
The Sausage Factory,"Italian, Pizza","517 Castro St San Francisco, CA, 94114 ",/ca/san-francisco/63681-the-sausage-factory/menu/
Basa Seafood Express,"Fish & Chips, Seafood","3064 24th St San Francisco, CA, 94110 ",/ca/san-francisco/309813-basa-seafood-express/menu/
Zazang Korean Noodles,Korean,"2340 Geary Blvd San Francisco, CA, 94115 ",/ca/san-francisco/349769-zazang-korean-noodles/menu/
Pronto Pizza,Pizza,"798 Eddy St San Francisco, CA, 94109 ",/ca/san-francisco/50159-pronto-pizza/menu/
Jump Start Coffee & Grocery,"Coffee & Tea, Deli Food, Sandwiches","1192 Guerrero St San Francisco, CA, 94110 ",/ca/san-francisco/362542-jump-start-coffee-grocery/menu/
Patpong Thai Cuisine,Thai,"2415 Clement St San Francisco, CA, 94121 ",/ca/san-francisco/62012-patpong-thai-cuisine/menu/
San Francisco Soup Company,"Local/Organic, Soups","3251 20th Ave San Francisco, CA, 94132 ",/ca/san-francisco/62155-san-francisco-soup-company/menu/
Albona,"Italian, Mediterranean","545 Francisco St San Francisco, CA, 94133 ",/ca/san-francisco/20725-albona/menu/
Saffron Grill,Indian,"1279 Fulton St San Francisco, CA, 94117 ",/ca/san-francisco/299571-saffron-grill/menu/
KFC,"American, Chicken","200 Duboce Ave San Francisco, CA, 94103 ",/ca/san-francisco/197758-kfc/menu/
Park Gyros,"Mediterranean, Middle Eastern","1201 9th Ave San Francisco, CA, 94122 ",/ca/san-francisco/44480-park-gyros/menu/
Pebbleâs Cafe,"Coffee & Tea, Sandwiches","2852 Diamond St San Francisco, CA, 94131 ",/ca/san-francisco/61133-pebbles-cafe/menu/
La Mediterranee,"Mediterranean, Middle Eastern, Vegetarian","2210 Fillmore St San Francisco, CA, 94115 ",/ca/san-francisco/45324-la-mediterranee/menu/
Tsing Tao,Chinese,"3107 Clement St San Francisco, CA, 94121 ",/ca/san-francisco/282472-tsing-tao/menu/
Jin Pot Shabu House,Japanese,"5158 Geary Blvd San Francisco, CA, 94118 ",/ca/san-francisco/275904-jin-pot-shabu-house/menu/
Jack in the Box,"American, Burgers","4649 Geary Blvd San Francisco, CA, 94118 ",/ca/san-francisco/178133-jack-in-the-box/menu/
Arabian Nights,"Lebanese, Middle Eastern","2345 Mission St San Francisco, CA, 94110 ",/ca/san-francisco/304156-arabian-nights/menu/
Paris Pizza and Grill,"American, Burgers, Chicken, Healthy, Italian, Pasta, Pizza, Sandwiches, Vegetarian","448 Broadway Ave San Francisco, CA, 94133 ",/ca/san-francisco/310698-paris-pizza-and-grill/menu/
Palm House,"Caribbean, Cocktails","2032 Union St San Francisco, CA, 94123 ",/ca/san-francisco/400924-palm-house/menu/
Mini Cafe,"Sandwiches, Vietnamese","28 Van Ness Ave San Francisco, CA, 94102 ",/ca/san-francisco/363256-mini-cafe/menu/
Kawika's Ocean Beach Deli,,"734 La Playa St San Francisco, CA, 94121 ",/ca/san-francisco/436776-kawikas-ocean-beach-deli/menu/
Straw,"American (New), Sandwiches, Vegan, Vegetarian","203 Octavia Blvd San Francisco, CA, 94102 ",/ca/san-francisco/335527-straw/menu/
Parada 22,"Latin American, Puerto Rican","1805 Haight St San Francisco, CA, 94117 ",/ca/san-francisco/318666-parada-22/menu/
Wing Lee Restaurant,"Barbecue, Korean","501 Clement Street San Francisco, CA, 94118 ",/ca/san-francisco/478668-wing-lee-restaurant/menu/
Tuba Restaurant,"Mediterranean, Turkish","1007 Guerrero St San Francisco, CA, 94110 ",/ca/san-francisco/319243-tuba-restaurant/menu/
Dagwood & Scoops,"Desserts, Sandwiches, Vegetarian","2736 24th St San Francisco, CA, 94110 ",/ca/san-francisco/309803-dagwood-scoops/menu/
Dongbei Mama,Chinese,"4737 Geary Blvd San Francisco, CA, 94118 ",/ca/san-francisco/355681-dongbei-mama/menu/
Opa Cafe,"Greek, Sandwiches","2401 Post St San Francisco, CA, 94115 ",/ca/san-francisco/301559-opa-cafe/menu/
Lime Tree Southeast Asian Kitchen,"Asian Fusion, Indonesian, Malaysian, Thai","836 Clement St San Francisco, CA, 94118 ",/ca/san-francisco/395848-lime-tree-southeast-asian-kitchen/menu/
Humphry Slocombe Ice Cream,Desserts,"2790 Harrison St Ste A San Francisco, CA, 94110 ",/ca/san-francisco/367176-humphry-slocombe-ice-cream/menu/
Na Ya Cafe,"Desserts, Japanese, Thai","5338 Geary Blvd San Francisco, CA, 94121 ",/ca/san-francisco/362498-na-ya-cafe/menu/
McDonald's,"American, Burgers","235 Front St San Francisco, CA, 94111 ",/ca/san-francisco/216218-mcdonalds/menu/
Mission Chinese Food,"Chinese, Vegan, Vegetarian","2234 Mission St San Francisco, CA, 94110 ",/ca/san-francisco/307608-mission-chinese-food/menu/
Rite Spot Cafe,"Bar Food, Burgers","2099 Folsom St San Francisco, CA, 94110 ",/ca/san-francisco/276424-rite-spot-cafe/menu/
Palio Cafe,"Italian, Sandwiches","500 Parnassus Ave San Francisco, CA, 94122 ",/ca/san-francisco/44946-palio-cafe/menu/
Isa,French,"3324 Steiner St San Francisco, CA, 94123 ",/ca/san-francisco/21951-isa/menu/
Bernal Heights Pizzeria,"Cheesesteaks, Pizza, Sandwiches","1361 Church St. San Francisco, CA, 94110 ",/ca/san-francisco/378736-bernal-heights-pizzeria/menu/
Xpresso Tea,"Coffee & Tea, Desserts, Teahouses","6901 Geary Blvd San Francisco, CA, 94121 ",/ca/san-francisco/378938-xpresso-tea/menu/
Balboa Cafe,American (New),"3199 Fillmore St San Francisco, CA, 94123 ",/ca/san-francisco/61881-balboa-cafe/menu/
The Flying Falafel,"Middle Eastern, Vegan, Vegetarian","1051 Market St San Francisco, CA, 94103 ",/ca/san-francisco/437591-the-flying-falafel/menu/
Nizario's Pizza Castro,Pizza,"3840 Geary Blvd San Francisco, CA, 94118 ",/ca/san-francisco/63696-nizarios-pizza-castro/menu/
Pakwan Pakistani & Indian,"Indian, Pakistani","501 O' Farrell St San Francisco, CA, 94102 ",/ca/san-francisco/46149-pakwan-pakistani-indian/menu/
The Creamery,"Coffee & Tea, Desserts","685 4th St San Francisco, CA, 94107 ",/ca/san-francisco/362540-the-creamery/menu/
Burger King,"American, Burgers","245 Bayshore Blvd San Francisco, CA, 94124 ",/ca/san-francisco/171663-burger-king/menu/
Amicis East Coast Pizzeria,"Italian, Pizza","60 Morris St San Francisco, CA, 94103 ",/ca/san-francisco/19598-amicis-east-coast-pizzeria/menu/
Lee's Deli (222),"Chinese, Deli Food, Sandwiches","222 Front St San Francisco, CA, 94111 ",/ca/san-francisco/64985-lees-deli-222/menu/
Indochine Vegan,"Asian Fusion, Sushi, Vegan, Vegetarian","508 Valencia St San Francisco, CA, 94110 ",/ca/san-francisco/478091-indochine-vegan/menu/
Krua Thai,Thai,"525 Valencia St San Francisco, CA, 94110 ",/ca/san-francisco/303617-krua-thai/menu/
Pharaohs Egyptian Restaurant,"Middle Eastern, Sandwiches","608 Geary St San Francisco, CA, 94102 ",/ca/san-francisco/320044-pharaohs-egyptian-restaurant/menu/
Sushi Delight,"Japanese, Sushi","1946 Market St San Francisco, CA, 94102 ",/ca/san-francisco/63709-sushi-delight/menu/
Eat Americana,Italian,"3532 Balboa St San Francisco, CA, 94121 ",/ca/san-francisco/61988-eat-americana/menu/
Slim's,Bar Food,"333 11th St San Francisco, CA, 94103 ",/ca/san-francisco/353740-slims/menu/
Venice Pizza (Mission St),Pizza,"5228 Mission St San Francisco, CA, 94112 ",/ca/san-francisco/81854-venice-pizza-mission-st/menu/
TJ Cafe,"American, Sandwiches","724 La Playa St San Francisco, CA, 94121 ",/ca/san-francisco/389121-tj-cafe/menu/
Kezar Pub,"American, Bar Food, British (Traditional)","770 Stanyan St San Francisco, CA, 94117 ",/ca/san-francisco/389220-kezar-pub/menu/
House of Xian Dumpling,"Chinese, Dim Sum","925 Kearny St San Francisco, CA, 94133 ",/ca/san-francisco/378925-house-of-xian-dumpling/menu/
